z6-14348,,Port1,Port1,Port2,Port2,Port3,Port3,Port4,Port4,Port5,Port5,Port6,Port7,Port7,Port8,Port8, 
# Records: 769,,TEROS 11 Moisture/Temp,TEROS 11 Moisture/Temp,TEROS 11 Moisture/Temp,TEROS 11 Moisture/Temp,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,Unrecognized Sensor,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Water Content,raw  Soil Temperature,raw  Oxygen Concentration,raw  Internal Temperature,raw  Oxygen Concentration,raw  Internal Temperature,raw  Oxygen Concentration,raw  Internal Temperature,raw  Sensor Output,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
05/15/2023 06:30:00 PM,23680,18174,6995,65534,65534,2099,7211,65534,65534,65534,65534,12866,2100,8386,10065,7070,UTC-04:00
05/15/2023 06:45:00 PM,23681,18166,6945,65534,65534,2098,7161,65534,65534,65534,65534,12771,2100,8380,10064,7032,UTC-04:00
05/15/2023 07:00:00 PM,23682,18167,6953,65534,65534,2101,7126,65534,65534,65534,65534,12681,2100,8374,10066,7008,UTC-04:00
05/15/2023 07:15:00 PM,23683,18169,6965,65534,65534,2106,7115,65534,65534,65534,65534,12792,2100,8368,10066,6996,UTC-04:00
05/15/2023 07:30:00 PM,23684,18162,6910,65534,65534,2107,7072,65534,65534,65534,65534,12791,2100,8358,10065,6964,UTC-04:00
05/15/2023 07:45:00 PM,23685,18155,6867,65534,65534,2110,7031,65534,65534,65534,65534,12739,2100,8358,10065,6924,UTC-04:00
05/15/2023 08:00:00 PM,23686,18097,6782,65534,65534,2109,6952,65534,65534,65534,65534,12765,2100,8355,10065,6875,UTC-04:00
05/15/2023 08:15:00 PM,23687,18140,6725,65534,65534,2113,6886,65534,65534,65534,65534,12756,2100,8349,10066,6827,UTC-04:00
05/15/2023 08:30:00 PM,23688,18139,6715,65534,65534,2116,6855,65534,65534,65534,65534,12706,2100,8343,10064,6802,UTC-04:00
05/15/2023 08:45:00 PM,23689,18137,6700,65534,65534,2118,6835,65534,65534,65534,65534,12745,2100,8339,10065,6779,UTC-04:00
05/15/2023 09:00:00 PM,23690,18136,6697,65534,65534,2119,6830,65534,65534,65534,65534,12709,2100,8336,10065,6765,UTC-04:00
05/15/2023 09:15:00 PM,23691,18133,6691,65534,65534,2120,6820,65534,65534,65534,65534,12722,2100,8335,10065,6753,UTC-04:00
05/15/2023 09:30:00 PM,23692,18133,6694,65534,65534,2120,6824,65534,65534,65534,65534,12750,2100,8334,10064,6748,UTC-04:00
05/15/2023 09:45:00 PM,23693,18136,6700,65534,65534,2120,6823,65534,65534,65534,65534,12734,2100,8330,10064,6746,UTC-04:00
05/15/2023 10:00:00 PM,23694,18138,6700,65534,65534,2119,6820,65534,65534,65534,65534,12768,2100,8327,10061,6748,UTC-04:00
05/15/2023 10:15:00 PM,23695,18139,6691,65534,65534,2119,6806,65534,65534,65534,65534,12716,2100,8324,10057,6739,UTC-04:00
05/15/2023 10:30:00 PM,23696,18136,6676,65534,65534,2119,6795,65534,65534,65534,65534,12813,2100,8323,10056,6727,UTC-04:00
05/15/2023 10:45:00 PM,23697,18135,6667,65534,65534,2118,6791,65534,65534,65534,65534,12764,2100,8323,10053,6720,UTC-04:00
05/15/2023 11:00:00 PM,23698,18137,6658,65534,65534,2118,6781,65534,65534,65534,65534,12775,2100,8320,10051,6714,UTC-04:00
05/15/2023 11:15:00 PM,23699,18135,6663,65534,65534,2117,6779,65534,65534,65534,65534,12753,2100,8317,10050,6710,UTC-04:00
05/15/2023 11:30:00 PM,23700,18129,6609,65534,65534,2119,6758,65534,65534,65534,65534,12737,2100,8317,10048,6688,UTC-04:00
05/15/2023 11:45:00 PM,23701,18118,6512,65534,65534,2119,6716,65534,65534,65534,65534,12678,2100,8315,10045,6644,UTC-04:00
05/16/2023 12:00:00 AM,23702,18108,6408,65534,65534,2119,6651,65534,65534,65534,65534,12655,2100,8313,10044,6576,UTC-04:00
05/16/2023 12:15:00 AM,23704,18102,6361,65534,65534,2120,6594,65534,65534,65534,65534,12613,2100,8287,10045,6538,UTC-04:00
05/16/2023 12:30:00 AM,23705,18102,6339,65534,65534,2121,6559,65534,65534,65534,65534,12700,2100,8284,10042,6497,UTC-04:00
05/16/2023 12:45:00 AM,23706,18098,6353,65534,65534,2121,6556,65534,65534,65534,65534,12680,2100,8292,10041,6481,UTC-04:00
05/16/2023 01:00:00 AM,23707,18101,6353,65534,65534,2121,6562,65534,65534,65534,65534,12666,2100,8291,10040,6475,UTC-04:00
05/16/2023 01:15:00 AM,23708,18100,6347,65534,65534,2121,6560,65534,65534,65534,65534,12694,2100,8290,10038,6468,UTC-04:00
05/16/2023 01:30:00 AM,23709,18098,6331,65534,65534,2119,6554,65534,65534,65534,65534,12667,2100,8289,10036,6455,UTC-04:00
05/16/2023 01:45:00 AM,23710,18110,6413,65534,65534,2117,6589,65534,65534,65534,65534,12692,2100,8287,10035,6481,UTC-04:00
05/16/2023 02:00:00 AM,23711,18116,6490,65534,65534,2116,6631,65534,65534,65534,65534,12694,2100,8284,10032,6523,UTC-04:00
05/16/2023 02:15:00 AM,23712,18118,6511,65534,65534,2114,6649,65534,65534,65534,65534,12665,2100,8282,10032,6544,UTC-04:00
05/16/2023 02:30:00 AM,23713,18123,6531,65534,65534,2113,6662,65534,65534,65534,65534,12652,2100,8279,10030,6564,UTC-04:00
05/16/2023 02:45:00 AM,23714,18118,6531,65534,65534,2112,6663,65534,65534,65534,65534,12655,2100,8278,10028,6570,UTC-04:00
05/16/2023 03:00:00 AM,23715,18117,6530,65534,65534,2111,6660,65534,65534,65534,65534,12655,2100,8280,10026,6573,UTC-04:00
05/16/2023 03:15:00 AM,23716,18117,6518,65534,65534,2111,6652,65534,65534,65534,65534,12667,2100,8277,10023,6568,UTC-04:00
05/16/2023 03:30:00 AM,23717,18116,6513,65534,65534,2111,6641,65534,65534,65534,65534,12683,2100,8273,10021,6565,UTC-04:00
05/16/2023 03:45:00 AM,23718,18113,6496,65534,65534,2111,6632,65534,65534,65534,65534,12671,2100,8269,10019,6555,UTC-04:00
05/16/2023 04:00:00 AM,23719,18112,6448,65534,65534,2113,6613,65534,65534,65534,65534,12652,2100,8267,10018,6537,UTC-04:00
05/16/2023 04:15:00 AM,23720,18102,6363,65534,65534,2114,6568,65534,65534,65534,65534,12644,2100,8263,10017,6493,UTC-04:00
05/16/2023 04:30:00 AM,23721,18100,6337,65534,65534,2114,6540,65534,65534,65534,65534,12665,2100,8264,10015,6462,UTC-04:00
05/16/2023 04:45:00 AM,23722,18099,6315,65534,65534,2114,6521,65534,65534,65534,65534,12669,2100,8263,10013,6441,UTC-04:00
05/16/2023 05:00:00 AM,23723,18104,6364,65534,65534,2113,6533,65534,65534,65534,65534,12674,2100,8260,10010,6449,UTC-04:00
05/16/2023 05:15:00 AM,23724,18103,6357,65534,65534,2113,6534,65534,65534,65534,65534,12662,2100,8260,10009,6447,UTC-04:00
05/16/2023 05:30:00 AM,23725,18099,6303,65534,65534,2113,6504,65534,65534,65534,65534,12673,2100,8256,10009,6418,UTC-04:00
05/16/2023 05:45:00 AM,23726,18095,6279,65534,65534,2113,6490,65534,65534,65534,65534,12675,2100,8256,10008,6399,UTC-04:00
05/16/2023 06:00:00 AM,23727,18089,6263,65534,65534,2114,6481,65534,65534,65534,65534,12659,2100,8255,10008,6378,UTC-04:00
05/16/2023 06:15:00 AM,23728,18080,6249,65534,65534,2114,6472,65534,65534,65534,65534,12637,2100,8248,10007,6358,UTC-04:00
05/16/2023 06:30:00 AM,23729,18088,6265,65534,65534,2112,6472,65534,65534,65534,65534,12695,2100,8251,10006,6359,UTC-04:00
05/16/2023 06:45:00 AM,23730,18089,6295,65534,65534,2111,6479,65534,65534,65534,65534,12713,2100,8252,10004,6367,UTC-04:00
05/16/2023 07:00:00 AM,23731,18096,6329,65534,65534,2110,6502,65534,65534,65534,65534,12695,2100,8251,10002,6378,UTC-04:00
05/16/2023 07:15:00 AM,23732,18097,6367,65534,65534,2108,6535,65534,65534,65534,65534,12668,2100,8251,10001,6395,UTC-04:00
05/16/2023 07:30:00 AM,23733,18109,6402,65534,65534,2108,6567,65534,65534,65534,65534,12659,2100,8251,10002,6418,UTC-04:00
05/16/2023 07:45:00 AM,23734,18113,6431,65534,65534,2106,6597,65534,65534,65534,65534,12664,2100,8250,10001,6438,UTC-04:00
05/16/2023 08:00:00 AM,23735,18110,6465,65534,65534,2103,6634,65534,65534,65534,65534,12653,2100,8247,9998,6460,UTC-04:00
05/16/2023 08:15:00 AM,23736,18126,6503,65534,65534,2099,6686,65534,65534,2001,6677,12727,2100,8251,9995,6484,UTC-04:00
05/16/2023 08:30:00 AM,23737,18121,6544,65534,65534,2095,6736,65534,65534,1999,6707,12688,2100,8244,9993,6516,UTC-04:00
05/16/2023 08:45:00 AM,23738,18129,6585,65534,65534,2093,6796,65534,65534,65534,65534,12711,2100,8243,9990,6551,UTC-04:00
05/16/2023 09:00:00 AM,23739,18135,6616,65534,65534,2090,6844,65534,65534,65534,65534,12758,2100,8241,9986,6582,UTC-04:00
05/16/2023 09:15:00 AM,23740,18134,6590,65534,65534,2090,6843,65534,65534,65534,65534,12727,2100,8238,9984,6591,UTC-04:00
05/16/2023 09:30:00 AM,23741,18135,6599,65534,65534,2086,6862,65534,65534,65534,65534,12751,2100,8236,9982,6595,UTC-04:00
05/16/2023 09:45:00 AM,23742,18139,6631,65534,65534,2083,6908,65534,65534,65534,65534,12791,2100,8236,9980,6612,UTC-04:00
05/16/2023 10:00:00 AM,23743,18149,6708,65534,65534,2078,7018,65534,65534,65534,65534,12705,2100,8240,9978,6651,UTC-04:00
05/16/2023 10:15:00 AM,23744,18166,6847,65534,65534,2071,7164,65534,65534,65534,65534,12749,2100,8250,9975,6750,UTC-04:00
05/16/2023 10:30:00 AM,23745,18171,6921,65534,65534,2063,7265,65534,65534,65534,65534,12720,2100,8254,9971,6856,UTC-04:00
05/16/2023 10:45:00 AM,23746,18172,6940,65534,65534,2058,7332,65534,65534,65534,65534,12751,2100,8260,9968,6913,UTC-04:00
05/16/2023 11:00:00 AM,23747,18177,6966,65534,65534,2044,7416,65534,65534,65534,65534,12777,2100,8269,9965,6967,UTC-04:00
05/16/2023 11:15:00 AM,23748,18192,7079,65534,65534,2005,7807,65534,65534,65534,65534,12904,2100,8285,9961,7063,UTC-04:00
05/16/2023 11:30:00 AM,23749,18202,7160,65534,65534,1987,8070,65534,65534,65534,65534,12838,2100,8295,9956,7153,UTC-04:00
05/16/2023 11:45:00 AM,23750,18220,7287,65534,65534,1977,8256,65534,65534,65534,65534,12808,2100,8299,9952,7224,UTC-04:00
05/16/2023 12:00:00 PM,23751,18237,7473,65534,65534,1979,8349,65534,65534,65534,65534,12787,2100,8301,9947,7293,UTC-04:00
05/16/2023 12:15:00 PM,23752,18254,7547,65534,65534,1986,8289,65534,65534,65534,65534,12821,2100,8304,9944,7336,UTC-04:00
05/16/2023 12:30:00 PM,23753,18257,7591,65534,65534,1988,8247,65534,65534,65534,65534,12765,2100,8307,9941,7365,UTC-04:00
05/16/2023 12:45:00 PM,23754,18250,7545,65534,65534,1997,8210,65534,65534,65534,65534,12760,2100,8308,9938,7376,UTC-04:00
05/16/2023 01:00:00 PM,23755,18259,7590,65534,65534,1998,8251,65534,65534,65534,65534,12774,2100,8311,9935,7400,UTC-04:00
05/16/2023 01:15:00 PM,23756,18272,7759,65534,65534,1991,8375,65534,65534,65534,65534,12810,2100,8311,9932,7439,UTC-04:00
05/16/2023 01:30:00 PM,23757,18283,7884,65534,65534,1988,8505,65534,65534,65534,65534,12830,2100,8311,9931,7505,UTC-04:00
05/16/2023 01:45:00 PM,23758,18283,7887,65534,65534,1999,8613,65534,65534,65534,65534,12851,2100,8317,9927,7574,UTC-04:00
05/16/2023 02:00:00 PM,23759,18284,7859,65534,65534,2007,8625,65534,65534,65534,65534,12869,2100,8318,9923,7624,UTC-04:00
05/16/2023 02:15:00 PM,23760,18294,7983,65534,65534,2000,8682,65534,65534,65534,65534,12898,2100,8325,9920,7694,UTC-04:00
05/16/2023 02:30:00 PM,23761,18286,7917,65534,65534,2016,8483,65534,65534,65534,65534,12885,2100,8325,9918,7731,UTC-04:00
05/16/2023 02:45:00 PM,23762,18292,7963,65534,65534,2017,8395,65534,65534,65534,65534,12924,2100,8329,9916,7742,UTC-04:00
05/16/2023 03:00:00 PM,23763,18296,7979,65534,65534,2037,8231,65534,65534,65534,65534,12951,2100,8328,9915,7751,UTC-04:00
05/16/2023 03:15:00 PM,23764,18296,7966,65534,65534,2048,8116,65534,65534,65534,65534,12973,2100,8325,9915,7744,UTC-04:00
05/16/2023 03:30:00 PM,23765,18266,7699,65534,65534,2058,7910,65534,65534,65534,65534,12875,2100,8321,9914,7660,UTC-04:00
05/16/2023 03:45:00 PM,23766,18251,7565,65534,65534,2068,7798,65534,65534,65534,65534,12819,2100,8314,9912,7571,UTC-04:00
05/16/2023 04:00:00 PM,23767,18241,7468,65534,65534,2074,7714,65534,65534,65534,65534,12850,2100,8314,9911,7506,UTC-04:00
05/16/2023 04:15:00 PM,23768,18226,7346,65534,65534,2076,7600,65534,65534,65534,65534,12826,2100,8303,9911,7431,UTC-04:00
05/16/2023 04:30:00 PM,23769,18218,7267,65534,65534,2080,7484,65534,65534,65534,65534,12843,2100,8296,9912,7366,UTC-04:00
05/16/2023 04:45:00 PM,23770,18209,7211,65534,65534,2084,7391,65534,65534,65534,65534,12839,2100,8294,9914,7308,UTC-04:00
05/16/2023 05:00:00 PM,23771,18196,7105,65534,65534,2087,7250,65534,65534,65534,65534,12850,2100,8289,9920,7221,UTC-04:00
05/16/2023 05:15:00 PM,23772,18135,6529,65534,65534,2089,6670,65534,65534,65534,65534,12694,2100,8285,9932,6833,UTC-04:00
05/16/2023 05:30:00 PM,23773,18102,6123,65534,65534,2107,6238,65534,65534,65534,65534,12679,2100,8279,9941,6464,UTC-04:00
05/16/2023 05:45:00 PM,23774,18087,5965,65534,65534,2124,6042,65534,65534,65534,65534,12677,2100,8276,9948,6237,UTC-04:00
05/16/2023 06:00:00 PM,23775,18085,5921,65534,65534,2133,5985,65534,65534,65534,65534,12654,2100,8272,9953,6110,UTC-04:00
05/16/2023 06:15:00 PM,23776,18078,5872,65534,65534,2134,5930,65534,65534,65534,65534,12575,2100,8273,9957,6009,UTC-04:00
05/16/2023 06:30:00 PM,23777,18076,5780,65534,65534,2136,5813,65534,65534,65534,65534,12561,2100,8267,9961,5894,UTC-04:00
05/16/2023 06:45:00 PM,23778,18077,5732,65534,65534,2134,5747,65534,65534,65534,65534,12539,2100,8267,9961,5830,UTC-04:00
05/16/2023 07:00:00 PM,23779,18075,5723,65534,65534,2135,5745,65534,65534,65534,65534,12544,2100,8266,9964,5796,UTC-04:00
05/16/2023 07:15:00 PM,23780,18079,5730,65534,65534,2133,5759,65534,65534,65534,65534,12524,2100,8265,9964,5792,UTC-04:00
05/16/2023 07:30:00 PM,23781,18076,5720,65534,65534,2132,5761,65534,65534,65534,65534,12524,2100,8263,9966,5783,UTC-04:00
05/16/2023 07:45:00 PM,23782,18074,5727,65534,65534,2134,5769,65534,65534,65534,65534,12551,2100,8260,9968,5775,UTC-04:00
05/16/2023 08:00:00 PM,23783,18072,5723,65534,65534,2133,5765,65534,65534,65534,65534,12532,2100,8263,9971,5771,UTC-04:00
05/16/2023 08:15:00 PM,23784,18074,5710,65534,65534,2132,5751,65534,65534,65534,65534,12520,2100,8258,9972,5766,UTC-04:00
05/16/2023 08:30:00 PM,23785,18068,5701,65534,65534,2132,5742,65534,65534,65534,65534,12517,2100,8257,9974,5757,UTC-04:00
05/16/2023 08:45:00 PM,23786,18068,5697,65534,65534,2130,5736,65534,65534,65534,65534,12518,2100,8258,9976,5751,UTC-04:00
05/16/2023 09:00:00 PM,23787,18067,5675,65534,65534,2128,5716,65534,65534,65534,65534,12498,2100,8257,9977,5734,UTC-04:00
05/16/2023 09:15:00 PM,23788,18063,5647,65534,65534,2127,5692,65534,65534,65534,65534,12476,2100,8254,9979,5710,UTC-04:00
05/16/2023 09:30:00 PM,23789,18061,5623,65534,65534,2126,5669,65534,65534,65534,65534,12500,2100,8252,9981,5686,UTC-04:00
05/16/2023 09:45:00 PM,23790,18059,5621,65534,65534,2125,5664,65534,65534,65534,65534,12496,2100,8251,9984,5675,UTC-04:00
05/16/2023 10:00:00 PM,23791,18056,5627,65534,65534,2126,5670,65534,65534,65534,65534,12489,2100,8246,9987,5673,UTC-04:00
05/16/2023 10:15:00 PM,23792,18056,5626,65534,65534,2127,5669,65534,65534,65534,65534,12475,2100,8249,9991,5672,UTC-04:00
05/16/2023 10:30:00 PM,23793,18055,5620,65534,65534,2125,5666,65534,65534,65534,65534,12478,2100,8243,9992,5666,UTC-04:00
05/16/2023 10:45:00 PM,23794,18053,5616,65534,65534,2124,5662,65534,65534,65534,65534,12504,2100,8244,9992,5661,UTC-04:00
05/16/2023 11:00:00 PM,23795,18051,5610,65534,65534,2124,5657,65534,65534,65534,65534,12469,2100,8244,9993,5655,UTC-04:00
05/16/2023 11:15:00 PM,23796,18050,5610,65534,65534,2125,5657,65534,65534,65534,65534,12503,2100,8241,9995,5653,UTC-04:00
05/16/2023 11:30:00 PM,23797,18051,5610,65534,65534,2125,5659,65534,65534,65534,65534,12500,2100,8239,9995,5650,UTC-04:00
05/16/2023 11:45:00 PM,23798,18049,5610,65534,65534,2127,5665,65534,65534,65534,65534,12509,2100,8234,9997,5646,UTC-04:00
05/17/2023 12:00:00 AM,23799,18047,5601,65534,65534,2126,5661,65534,65534,65534,65534,12487,2100,8235,9996,5641,UTC-04:00
05/17/2023 12:15:00 AM,23801,18047,5584,65534,65534,2130,5649,65534,65534,65534,65534,12508,2100,8206,9997,5642,UTC-04:00
05/17/2023 12:30:00 AM,23802,18044,5570,65534,65534,2130,5645,65534,65534,65534,65534,12490,2100,8214,9998,5625,UTC-04:00
05/17/2023 12:45:00 AM,23803,18044,5570,65534,65534,2129,5643,65534,65534,65534,65534,12480,2100,8216,9999,5611,UTC-04:00
05/17/2023 01:00:00 AM,23804,18044,5561,65534,65534,2129,5630,65534,65534,65534,65534,12461,2100,8216,9997,5604,UTC-04:00
05/17/2023 01:15:00 AM,23805,18046,5577,65534,65534,2127,5635,65534,65534,65534,65534,12502,2100,8217,9998,5609,UTC-04:00
05/17/2023 01:30:00 AM,23806,18048,5590,65534,65534,2129,5654,65534,65534,65534,65534,12490,2100,8219,9998,5615,UTC-04:00
05/17/2023 01:45:00 AM,23807,18046,5569,65534,65534,2130,5651,65534,65534,65534,65534,12473,2100,8214,9999,5601,UTC-04:00
05/17/2023 02:00:00 AM,23808,18039,5519,65534,65534,2133,5606,65534,65534,65534,65534,12461,2100,8215,9999,5563,UTC-04:00
05/17/2023 02:15:00 AM,23809,18035,5483,65534,65534,2133,5563,65534,65534,65534,65534,12465,2100,8211,10001,5524,UTC-04:00
05/17/2023 02:30:00 AM,23810,18037,5503,65534,65534,2136,5557,65534,65534,65534,65534,12494,2100,8212,10003,5512,UTC-04:00
05/17/2023 02:45:00 AM,23811,18043,5527,65534,65534,2137,5582,65534,65534,65534,65534,12472,2100,8213,10005,5517,UTC-04:00
05/17/2023 03:00:00 AM,23812,18040,5528,65534,65534,2135,5593,65534,65534,65534,65534,12455,2100,8210,10006,5524,UTC-04:00
05/17/2023 03:15:00 AM,23813,18041,5550,65534,65534,2129,5609,65534,65534,65534,65534,12482,2100,8210,10007,5561,UTC-04:00
05/17/2023 03:30:00 AM,23814,18039,5553,65534,65534,2129,5619,65534,65534,65534,65534,12485,2100,8212,10009,5575,UTC-04:00
05/17/2023 03:45:00 AM,23815,18039,5550,65534,65534,2127,5613,65534,65534,65534,65534,12479,2100,8211,10011,5585,UTC-04:00
05/17/2023 04:00:00 AM,23816,18037,5540,65534,65534,2127,5604,65534,65534,65534,65534,12456,2100,8210,10012,5585,UTC-04:00
05/17/2023 04:15:00 AM,23817,18036,5522,65534,65534,2129,5588,65534,65534,65534,65534,12475,2100,8209,10014,5575,UTC-04:00
05/17/2023 04:30:00 AM,23818,18034,5527,65534,65534,2130,5582,65534,65534,65534,65534,12449,2100,8206,10017,5571,UTC-04:00
05/17/2023 04:45:00 AM,23819,18035,5530,65534,65534,2131,5588,65534,65534,65534,65534,12464,2100,8208,10019,5569,UTC-04:00
05/17/2023 05:00:00 AM,23820,18033,5511,65534,65534,2130,5567,65534,65534,65534,65534,12460,2100,8206,10021,5557,UTC-04:00
05/17/2023 05:15:00 AM,23821,18030,5491,65534,65534,2130,5542,65534,65534,65534,65534,12495,2100,8204,10023,5539,UTC-04:00
05/17/2023 05:30:00 AM,23822,18030,5479,65534,65534,2132,5529,65534,65534,65534,65534,12451,2100,8203,10026,5526,UTC-04:00
05/17/2023 05:45:00 AM,23823,18026,5463,65534,65534,2131,5513,65534,65534,65534,65534,12467,2100,8196,10028,5515,UTC-04:00
05/17/2023 06:00:00 AM,23824,18024,5451,65534,65534,2131,5508,65534,65534,65534,65534,12462,2100,8193,10030,5502,UTC-04:00
05/17/2023 06:15:00 AM,23825,18024,5450,65534,65534,2134,5506,65534,65534,65534,65534,12437,2100,8191,10032,5491,UTC-04:00
05/17/2023 06:30:00 AM,23826,18023,5450,65534,65534,2136,5506,65534,65534,65534,65534,12455,2100,8185,10034,5483,UTC-04:00
05/17/2023 06:45:00 AM,23827,18024,5450,65534,65534,2136,5514,65534,65534,65534,65534,12472,2100,8183,10037,5477,UTC-04:00
05/17/2023 07:00:00 AM,23828,18023,5438,65534,65534,2139,5513,65534,65534,65534,65534,12440,2100,8179,10041,5465,UTC-04:00
05/17/2023 07:15:00 AM,23829,18023,5440,65534,65534,2138,5508,65534,65534,65534,65534,12450,2100,8178,10044,5465,UTC-04:00
05/17/2023 07:30:00 AM,23830,18022,5427,65534,65534,2139,5490,65534,65534,65534,65534,12464,2100,8174,10047,5454,UTC-04:00
05/17/2023 07:45:00 AM,23831,18020,5407,65534,65534,2137,5474,65534,65534,65534,65534,12472,2100,8168,10049,5436,UTC-04:00
05/17/2023 08:00:00 AM,23832,18020,5420,65534,65534,2139,5484,65534,65534,65534,65534,12454,2100,8169,10051,5435,UTC-04:00
05/17/2023 08:15:00 AM,23833,18021,5421,65534,65534,2140,5485,65534,65534,65534,65534,12479,2100,8164,10053,5428,UTC-04:00
05/17/2023 08:30:00 AM,23834,18024,5449,65534,65534,2142,5519,65534,65534,65534,65534,12456,2100,8165,10055,5433,UTC-04:00
05/17/2023 08:45:00 AM,23835,18026,5476,65534,65534,2141,5554,65534,65534,65534,65534,12455,2100,8162,10057,5453,UTC-04:00
05/17/2023 09:00:00 AM,23836,18025,5474,65534,65534,2141,5560,65534,65534,65534,65534,12462,2100,8162,10060,5463,UTC-04:00
05/17/2023 09:15:00 AM,23837,18030,5503,65534,65534,2138,5580,65534,65534,65534,65534,12449,2100,8163,10063,5478,UTC-04:00
05/17/2023 09:30:00 AM,23838,18041,5609,65534,65534,2137,5692,65534,65534,65534,65534,12472,2100,8165,10065,5533,UTC-04:00
05/17/2023 09:45:00 AM,23839,18043,5628,65534,65534,2136,5735,65534,65534,65534,65534,12478,2100,8168,10066,5567,UTC-04:00
05/17/2023 10:00:00 AM,23840,18046,5663,65534,65534,2133,5783,65534,65534,65534,65534,12484,2100,8171,10068,5596,UTC-04:00
05/17/2023 10:15:00 AM,23841,18054,5735,65534,65534,2132,5852,65534,65534,65534,65534,12459,2100,8172,10069,5642,UTC-04:00
05/17/2023 10:30:00 AM,23842,18053,5741,65534,65534,2131,5874,65534,65534,65534,65534,12491,2100,8178,10070,5663,UTC-04:00
05/17/2023 10:45:00 AM,23843,18062,5799,65534,65534,2128,5939,65534,65534,65534,65534,12487,2100,8184,10070,5713,UTC-04:00
05/17/2023 11:00:00 AM,23844,18054,5753,65534,65534,2129,5900,65534,65534,65534,65534,12492,2100,8185,10072,5702,UTC-04:00
05/17/2023 11:15:00 AM,23845,18054,5797,65534,65534,2108,6032,65534,65534,65534,65534,12500,2100,8189,10074,5731,UTC-04:00
05/17/2023 11:30:00 AM,23846,18067,5928,65534,65534,2048,6441,65534,65534,65534,65534,12508,2100,8181,10074,5851,UTC-04:00
05/17/2023 11:45:00 AM,23847,18073,5950,65534,65534,2047,6650,65534,65534,65534,65534,12537,2100,8187,10074,5912,UTC-04:00
05/17/2023 12:00:00 PM,23848,18085,5993,65534,65534,2090,6416,65534,65534,65534,65534,12530,2100,8193,10076,5917,UTC-04:00
05/17/2023 12:15:00 PM,23849,18085,6008,65534,65534,2114,6252,65534,65534,65534,65534,12520,2100,8201,10077,5900,UTC-04:00
05/17/2023 12:30:00 PM,23850,18099,6121,65534,65534,2165,6272,65534,65534,65534,65534,12551,2100,8206,10077,5926,UTC-04:00
05/17/2023 12:45:00 PM,23851,18105,6150,65534,65534,2201,6188,65534,65534,65534,65534,12538,2100,8223,10077,5956,UTC-04:00
05/17/2023 01:00:00 PM,23852,18095,6087,65534,65534,2108,6299,65534,65534,65534,65534,12528,2100,8254,10077,5988,UTC-04:00
05/17/2023 01:15:00 PM,23853,18114,6208,65534,65534,2060,6671,65534,65534,65534,65534,12569,2100,8279,10078,6071,UTC-04:00
05/17/2023 01:30:00 PM,23854,18130,6364,65534,65534,2074,6595,65534,65534,65534,65534,12630,2100,8309,10079,6142,UTC-04:00
05/17/2023 01:45:00 PM,23855,18140,6459,65534,65534,2068,6692,65534,65534,65534,65534,12611,2100,8335,10079,6164,UTC-04:00
05/17/2023 02:00:00 PM,23856,18134,6395,65534,65534,2066,6765,65534,65534,65534,65534,12654,2100,8353,10078,6201,UTC-04:00
05/17/2023 02:15:00 PM,23857,18144,6463,65534,65534,2072,6850,65534,65534,65534,65534,12620,2100,8374,10078,6243,UTC-04:00
