z6-14355,Port7,Port7,Port8,Port8
# Records: 566,Battery,Battery,Barometer,Barometer
Timestamps,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
07/19/2022 06:45:00 PM,100,8177,99.83,31.0
07/19/2022 07:00:00 PM,100,8174,99.85,29.9
07/19/2022 07:15:00 PM,100,8171,99.85,29.0
07/19/2022 07:30:00 PM,100,8165,99.86,28.1
07/19/2022 07:45:00 PM,100,8165,99.89,27.3
07/19/2022 08:00:00 PM,100,8161,99.91,26.4
07/19/2022 08:15:00 PM,100,8157,99.91,25.5
07/19/2022 08:30:00 PM,100,8155,99.94,24.8
07/19/2022 08:45:00 PM,100,8153,99.93,24.2
07/19/2022 09:00:00 PM,100,8149,99.95,23.4
07/19/2022 09:15:00 PM,100,8146,99.96,22.7
07/19/2022 09:30:00 PM,100,8147,99.98,22.0
07/19/2022 09:45:00 PM,100,8146,99.99,21.4
07/19/2022 10:00:00 PM,100,8144,100.0,21.0
07/19/2022 10:15:00 PM,100,8143,100.0,20.6
07/19/2022 10:30:00 PM,100,8140,100.0,20.3
07/19/2022 10:45:00 PM,100,8139,100.02,20.1
07/19/2022 11:00:00 PM,100,8140,100.03,19.9
07/19/2022 11:15:00 PM,100,8140,100.03,19.7
07/19/2022 11:30:00 PM,100,8137,100.04,19.6
07/19/2022 11:45:00 PM,100,8136,100.03,19.5
07/20/2022 12:00:00 AM,100,8137,100.02,19.4
07/20/2022 12:15:00 AM,100,8134,100.02,19.4
07/20/2022 12:30:00 AM,100,8134,100.02,19.3
07/20/2022 12:45:00 AM,100,8134,100.02,19.3
07/20/2022 01:00:00 AM,100,8128,100.03,19.3
07/20/2022 01:15:00 AM,100,8131,100.03,19.4
07/20/2022 01:30:00 AM,100,8131,100.03,19.3
07/20/2022 01:45:00 AM,100,8130,100.04,19.2
07/20/2022 02:00:00 AM,100,8131,100.04,19.2
07/20/2022 02:15:00 AM,100,8127,100.03,19.2
07/20/2022 02:30:00 AM,100,8128,100.03,19.2
07/20/2022 02:45:00 AM,100,8126,100.03,19.3
07/20/2022 03:00:00 AM,100,8127,100.04,19.4
07/20/2022 03:15:00 AM,100,8127,100.04,19.4
07/20/2022 03:30:00 AM,100,8129,100.02,19.4
07/20/2022 03:45:00 AM,100,8126,100.03,19.3
07/20/2022 04:00:00 AM,100,8127,100.02,19.3
07/20/2022 04:15:00 AM,100,8124,100.02,19.5
07/20/2022 04:30:00 AM,100,8124,100.03,19.5
07/20/2022 04:45:00 AM,100,8124,100.03,19.4
07/20/2022 05:00:00 AM,100,8122,100.03,19.4
07/20/2022 05:15:00 AM,100,8122,100.04,19.3
07/20/2022 05:30:00 AM,100,8123,100.06,19.1
07/20/2022 05:45:00 AM,100,8118,100.07,19.0
07/20/2022 06:00:00 AM,100,8118,100.07,19.0
07/20/2022 06:15:00 AM,100,8118,100.08,19.0
