z6-18394,,Port1,Port1,Port1,Port2,Port2,Port2,Port7,Port7,Port8,Port8, 
# Records: 31913,,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  EC,raw  Water Temperature,raw  Weighted EC,raw  EC,raw  Water Temperature,raw  Weighted EC,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
05/03/2025 04:45:00 AM,95189,2944,5770,2944,0,6039,0,2100,8322,10081,6141,UTC-04:00
05/03/2025 05:00:00 AM,95190,2943,5770,2943,0,6015,0,2100,8320,10083,6116,UTC-04:00
05/03/2025 05:15:00 AM,95191,2942,5770,2942,0,5979,0,2100,8322,10081,6111,UTC-04:00
05/03/2025 05:30:00 AM,95192,2942,5770,2942,0,5960,0,2100,8320,10084,6080,UTC-04:00
05/03/2025 05:45:00 AM,95193,2940,5770,2940,0,5950,0,2100,8318,10085,6047,UTC-04:00
05/03/2025 06:00:00 AM,95194,2940,5770,2940,0,5941,0,2100,8317,10086,6045,UTC-04:00
05/03/2025 06:15:00 AM,95195,2939,5769,2939,0,5954,0,2100,8317,10088,6023,UTC-04:00
05/03/2025 06:30:00 AM,95196,2939,5769,2939,0,5982,0,2100,8311,10090,6021,UTC-04:00
05/03/2025 06:45:00 AM,95197,2936,5763,2936,0,6075,0,2100,8313,10092,6058,UTC-04:00
05/03/2025 07:00:00 AM,95198,2935,5760,2935,0,6161,0,2100,8312,10094,6096,UTC-04:00
05/03/2025 07:15:00 AM,95199,2934,5760,2934,0,6230,0,2100,8312,10094,6136,UTC-04:00
05/03/2025 07:30:00 AM,95200,2932,5760,2932,0,6250,0,2100,8314,10096,6156,UTC-04:00
05/03/2025 07:45:00 AM,95201,2931,5760,2931,0,6249,0,2100,8304,10097,6173,UTC-04:00
05/03/2025 08:00:00 AM,95202,2930,5760,2930,0,6263,0,2100,8306,10095,6180,UTC-04:00
05/03/2025 08:15:00 AM,95203,2930,5760,2930,0,6319,0,2100,8309,10094,6200,UTC-04:00
05/03/2025 08:30:00 AM,95204,2929,5760,2929,0,6364,0,2100,8308,10094,6224,UTC-04:00
05/03/2025 08:45:00 AM,95205,2929,5760,2929,0,6427,0,2100,8317,10094,6275,UTC-04:00
05/03/2025 09:00:00 AM,95206,2928,5760,2928,0,6461,0,2100,8314,10095,6297,UTC-04:00
05/03/2025 09:15:00 AM,95207,2927,5760,2927,0,6349,0,2100,8315,10097,6250,UTC-04:00
05/03/2025 09:30:00 AM,95208,2927,5760,2927,0,6172,0,2100,8301,10098,6197,UTC-04:00
05/03/2025 09:45:00 AM,95209,2925,5760,2925,0,6115,0,2100,8304,10100,6158,UTC-04:00
05/03/2025 10:00:00 AM,95210,2924,5760,2924,0,6185,0,2100,8311,10100,6169,UTC-04:00
05/03/2025 10:15:00 AM,95211,2923,5760,2923,0,6301,0,2100,8304,10100,6235,UTC-04:00
05/03/2025 10:30:00 AM,95212,2923,5760,2923,0,6301,0,2100,8308,10100,6265,UTC-04:00
05/03/2025 10:45:00 AM,95213,2923,5760,2923,0,6195,0,2100,8312,10101,6219,UTC-04:00
05/03/2025 11:00:00 AM,95214,2923,5760,2923,0,6170,0,2100,8314,10101,6189,UTC-04:00
05/03/2025 11:15:00 AM,95215,2922,5760,2922,0,6141,0,2100,8315,10102,6158,UTC-04:00
05/03/2025 11:30:00 AM,95216,2921,5760,2921,0,6210,0,2100,8321,10102,6167,UTC-04:00
05/03/2025 11:45:00 AM,95217,2919,5760,2919,0,6268,0,2100,8310,10102,6203,UTC-04:00
05/03/2025 12:00:00 PM,95218,2919,5760,2919,0,6215,0,2100,8310,10103,6195,UTC-04:00
05/03/2025 12:15:00 PM,95219,2920,5760,2920,0,6167,0,2100,8298,10105,6170,UTC-04:00
05/03/2025 12:30:00 PM,95220,2919,5760,2919,0,6186,0,2100,8305,10104,6164,UTC-04:00
05/03/2025 12:45:00 PM,95221,2919,5760,2919,0,6193,0,2100,8306,10103,6150,UTC-04:00
05/03/2025 01:00:00 PM,95222,2918,5760,2918,0,6183,0,2100,8310,10102,6132,UTC-04:00
05/03/2025 01:15:00 PM,95223,2918,5760,2918,0,6253,0,2100,8282,10101,6159,UTC-04:00
05/03/2025 01:30:00 PM,95224,2917,5760,2917,0,6309,0,2100,8307,10101,6195,UTC-04:00
05/03/2025 01:45:00 PM,95225,2917,5760,2917,0,6332,0,2100,8313,10100,6198,UTC-04:00
05/03/2025 02:00:00 PM,95226,2915,5760,2915,0,6365,0,2100,8317,10100,6216,UTC-04:00
05/03/2025 02:15:00 PM,95227,2914,5760,2914,0,6366,0,2100,8317,10099,6199,UTC-04:00
05/03/2025 02:30:00 PM,95228,2913,5760,2913,0,6341,0,2100,8322,10096,6180,UTC-04:00
05/03/2025 02:45:00 PM,95229,2915,5759,2915,0,6383,0,2100,8325,10094,6190,UTC-04:00
05/03/2025 03:00:00 PM,95230,2934,5750,2934,0,6429,0,2100,8331,10093,6236,UTC-04:00
05/03/2025 03:15:00 PM,95231,2943,5750,2943,0,6531,0,2100,8334,10092,6314,UTC-04:00
05/03/2025 03:30:00 PM,95232,2947,5741,2947,0,6596,0,2100,8356,10092,6405,UTC-04:00
05/03/2025 03:45:00 PM,95233,2948,5743,2948,0,6655,0,2100,8383,10089,6487,UTC-04:00
05/03/2025 04:00:00 PM,95234,2947,5749,2947,0,6729,0,2100,8403,10087,6598,UTC-04:00
05/03/2025 04:15:00 PM,95235,2948,5749,2948,0,6733,0,2100,8397,10088,6625,UTC-04:00
05/03/2025 04:30:00 PM,95236,2946,5750,2946,0,6635,0,2100,8393,10087,6540,UTC-04:00
05/03/2025 04:45:00 PM,95237,2945,5750,2945,0,6553,0,2100,8396,10087,6494,UTC-04:00
05/03/2025 05:00:00 PM,95238,2944,5750,2944,0,6567,0,2100,8394,10090,6493,UTC-04:00
05/03/2025 05:15:00 PM,95239,2947,5748,2947,0,6555,0,2100,8395,10091,6481,UTC-04:00
05/03/2025 05:30:00 PM,95240,2949,5743,2949,0,6550,0,2100,8392,10092,6468,UTC-04:00
05/03/2025 05:45:00 PM,95241,2942,5750,2942,0,6513,0,2100,8391,10092,6447,UTC-04:00
05/03/2025 06:00:00 PM,95242,2936,5750,2936,0,6527,0,2100,8388,10090,6438,UTC-04:00
05/03/2025 06:15:00 PM,95243,2934,5750,2934,0,6525,0,2100,8390,10090,6439,UTC-04:00
05/03/2025 06:30:00 PM,95244,2931,5750,2931,0,6564,0,2100,8387,10093,6473,UTC-04:00
05/03/2025 06:45:00 PM,95245,2929,5750,2929,0,6498,0,2100,8384,10093,6450,UTC-04:00
05/03/2025 07:00:00 PM,95246,2927,5750,2927,0,6396,0,2100,8382,10093,6396,UTC-04:00
05/03/2025 07:15:00 PM,95247,2926,5751,2926,0,6323,0,2100,8378,10095,6346,UTC-04:00
05/03/2025 07:30:00 PM,95248,2926,5757,2926,0,6271,0,2100,8375,10094,6304,UTC-04:00
05/03/2025 07:45:00 PM,95249,2923,5760,2923,0,6229,0,2100,8372,10094,6264,UTC-04:00
05/03/2025 08:00:00 PM,95250,2921,5760,2921,0,6195,0,2100,8366,10094,6232,UTC-04:00
05/03/2025 08:15:00 PM,95251,2920,5760,2920,0,6151,0,2100,8364,10095,6198,UTC-04:00
05/03/2025 08:30:00 PM,95252,2919,5760,2919,0,6140,0,2100,8362,10095,6184,UTC-04:00
05/03/2025 08:45:00 PM,95253,2919,5760,2919,0,6140,0,2100,8362,10095,6180,UTC-04:00
05/03/2025 09:00:00 PM,95254,2919,5760,2919,0,6147,0,2100,8360,10097,6173,UTC-04:00
05/03/2025 09:15:00 PM,95255,2919,5760,2919,0,6150,0,2100,8359,10100,6171,UTC-04:00
05/03/2025 09:30:00 PM,95256,2919,5760,2919,0,6150,0,2100,8358,10097,6170,UTC-04:00
05/03/2025 09:45:00 PM,95257,2918,5760,2918,0,6140,0,2100,8339,10097,6168,UTC-04:00
05/03/2025 10:00:00 PM,95258,2918,5760,2918,0,6130,0,2100,8339,10098,6169,UTC-04:00
05/03/2025 10:15:00 PM,95259,2918,5760,2918,0,6123,0,2100,8341,10100,6151,UTC-04:00
05/03/2025 10:30:00 PM,95260,2917,5760,2917,0,6111,0,2100,8328,10100,6143,UTC-04:00
05/03/2025 10:45:00 PM,95261,2918,5760,2918,0,6105,0,2100,8328,10100,6135,UTC-04:00
05/03/2025 11:00:00 PM,95262,2918,5760,2918,0,6094,0,2100,8327,10100,6120,UTC-04:00
05/03/2025 11:15:00 PM,95263,2916,5760,2916,0,6083,0,2100,8326,10100,6107,UTC-04:00
05/03/2025 11:30:00 PM,95264,2917,5760,2917,0,6078,0,2100,8327,10102,6101,UTC-04:00
05/03/2025 11:45:00 PM,95265,2918,5760,2918,0,6070,0,2100,8323,10104,6095,UTC-04:00
05/04/2025 12:00:00 AM,95266,2918,5760,2918,0,6066,0,2100,8323,10103,6088,UTC-04:00
05/04/2025 12:15:00 AM,95268,2918,5760,2918,0,6060,0,2100,8289,10102,6095,UTC-04:00
05/04/2025 12:30:00 AM,95269,2917,5760,2917,0,6050,0,2100,8304,10100,6086,UTC-04:00
05/04/2025 12:45:00 AM,95270,2917,5760,2917,0,6050,0,2100,8303,10101,6075,UTC-04:00
05/04/2025 01:00:00 AM,95271,2917,5760,2917,0,6050,0,2100,8302,10099,6068,UTC-04:00
05/04/2025 01:15:00 AM,95272,2916,5760,2916,0,6050,0,2100,8301,10100,6064,UTC-04:00
05/04/2025 01:30:00 AM,95273,2916,5760,2916,0,6050,0,2100,8301,10100,6061,UTC-04:00
05/04/2025 01:45:00 AM,95274,2915,5760,2915,0,6041,0,2100,8300,10101,6055,UTC-04:00
05/04/2025 02:00:00 AM,95275,2914,5760,2914,0,6040,0,2100,8300,10101,6052,UTC-04:00
05/04/2025 02:15:00 AM,95276,2914,5760,2914,0,6040,0,2100,8298,10101,6050,UTC-04:00
05/04/2025 02:30:00 AM,95277,2913,5760,2913,0,6040,0,2100,8300,10101,6049,UTC-04:00
05/04/2025 02:45:00 AM,95278,2916,5760,2916,0,6040,0,2100,8298,10101,6047,UTC-04:00
05/04/2025 03:00:00 AM,95279,2915,5760,2915,0,6039,0,2100,8295,10100,6047,UTC-04:00
05/04/2025 03:15:00 AM,95280,2916,5760,2916,0,6030,0,2100,8296,10100,6047,UTC-04:00
05/04/2025 03:30:00 AM,95281,2915,5760,2915,0,6030,0,2100,8298,10099,6047,UTC-04:00
05/04/2025 03:45:00 AM,95282,2914,5760,2914,0,6030,0,2100,8292,10099,6043,UTC-04:00
05/04/2025 04:00:00 AM,95283,2916,5760,2916,0,6030,0,2100,8293,10099,6042,UTC-04:00
05/04/2025 04:15:00 AM,95284,2916,5760,2916,0,6030,0,2100,8295,10099,6042,UTC-04:00
05/04/2025 04:30:00 AM,95285,2916,5760,2916,0,6030,0,2100,8289,10099,6041,UTC-04:00
05/04/2025 04:45:00 AM,95286,2916,5760,2916,0,6026,0,2100,8289,10099,6037,UTC-04:00
05/04/2025 05:00:00 AM,95287,2916,5760,2916,0,6018,0,2100,8292,10098,6033,UTC-04:00
05/04/2025 05:15:00 AM,95288,2916,5760,2916,0,5998,0,2100,8288,10097,6027,UTC-04:00
05/04/2025 05:30:00 AM,95289,2916,5760,2916,0,5981,0,2100,8274,10099,6025,UTC-04:00
05/04/2025 05:45:00 AM,95290,2915,5760,2915,0,5971,0,2100,8277,10100,6020,UTC-04:00
05/04/2025 06:00:00 AM,95291,2916,5760,2916,0,5981,0,2100,8277,10101,6014,UTC-04:00
05/04/2025 06:15:00 AM,95292,2914,5760,2914,0,5993,0,2100,8278,10103,6014,UTC-04:00
05/04/2025 06:30:00 AM,95293,2914,5760,2914,0,6025,0,2100,8273,10105,6017,UTC-04:00
05/04/2025 06:45:00 AM,95294,2913,5760,2913,0,6058,0,2100,8277,10108,6026,UTC-04:00
05/04/2025 07:00:00 AM,95295,2914,5760,2914,0,6089,0,2100,8275,10109,6040,UTC-04:00
05/04/2025 07:15:00 AM,95296,2913,5760,2913,0,6117,0,2100,8274,10110,6054,UTC-04:00
05/04/2025 07:30:00 AM,95297,2914,5760,2914,0,6142,0,2100,8275,10111,6067,UTC-04:00
05/04/2025 07:45:00 AM,95298,2914,5760,2914,0,6159,0,2100,8275,10112,6076,UTC-04:00
05/04/2025 08:00:00 AM,95299,2914,5760,2914,0,6193,0,2100,8273,10113,6090,UTC-04:00
05/04/2025 08:15:00 AM,95300,2914,5760,2914,0,6236,0,2100,8232,10114,6109,UTC-04:00
05/04/2025 08:30:00 AM,95301,2914,5760,2914,0,6287,0,2100,8263,10115,6144,UTC-04:00
05/04/2025 08:45:00 AM,95302,2912,5760,2912,0,6368,0,2100,8267,10116,6171,UTC-04:00
05/04/2025 09:00:00 AM,95303,2913,5760,2913,0,6425,0,2100,8273,10116,6200,UTC-04:00
05/04/2025 09:15:00 AM,95304,2913,5760,2913,0,6476,0,2100,8273,10118,6234,UTC-04:00
05/04/2025 09:30:00 AM,95305,2913,5760,2913,0,6515,0,2100,8279,10118,6268,UTC-04:00
05/04/2025 09:45:00 AM,95306,2913,5760,2913,0,6519,0,2100,8280,10119,6292,UTC-04:00
05/04/2025 10:00:00 AM,95307,2912,5760,2912,0,6579,0,2100,8283,10119,6338,UTC-04:00
05/04/2025 10:15:00 AM,95308,2913,5760,2913,0,6710,0,2100,8290,10120,6417,UTC-04:00
05/04/2025 10:30:00 AM,95309,2913,5760,2913,0,6773,0,2100,8297,10121,6487,UTC-04:00
05/04/2025 10:45:00 AM,95310,2913,5760,2913,0,6765,0,2100,8304,10122,6531,UTC-04:00
05/04/2025 11:00:00 AM,95311,2912,5760,2912,0,6780,0,2100,8313,10122,6556,UTC-04:00
05/04/2025 11:15:00 AM,95312,2912,5760,2912,0,6841,0,2100,8319,10123,6589,UTC-04:00
05/04/2025 11:30:00 AM,95313,2912,5760,2912,0,6941,0,2100,8316,10122,6652,UTC-04:00
05/04/2025 11:45:00 AM,95314,2914,5760,2914,0,7011,0,2100,8330,10123,6716,UTC-04:00
05/04/2025 12:00:00 PM,95315,2914,5760,2914,0,7031,0,2100,8339,10121,6760,UTC-04:00
05/04/2025 12:15:00 PM,95316,2913,5760,2913,0,7100,0,2100,8343,10121,6782,UTC-04:00
05/04/2025 12:30:00 PM,95317,2915,5760,2915,0,7157,0,2100,8353,10120,6788,UTC-04:00
05/04/2025 12:45:00 PM,95318,2915,5760,2915,0,7216,0,2100,8373,10120,6787,UTC-04:00
05/04/2025 01:00:00 PM,95319,2917,5760,2917,0,7469,0,2100,8391,10119,6866,UTC-04:00
05/04/2025 01:15:00 PM,95320,2916,5760,2916,477,7611,0,2100,8402,10118,6935,UTC-04:00
05/04/2025 01:30:00 PM,95321,2915,5760,2915,0,7502,0,2100,8367,10117,6900,UTC-04:00
05/04/2025 01:45:00 PM,95322,2913,5760,2913,0,7381,0,2100,8398,10119,6848,UTC-04:00
05/04/2025 02:00:00 PM,95323,2913,5760,2913,0,7276,0,2100,8404,10119,6794,UTC-04:00
05/04/2025 02:15:00 PM,95324,2913,5760,2913,0,7288,0,2100,8413,10121,6787,UTC-04:00
05/04/2025 02:30:00 PM,95325,2913,5760,2913,0,7366,0,2100,8426,10122,6815,UTC-04:00
05/04/2025 02:45:00 PM,95326,2912,5760,2912,0,7409,0,2100,8432,10123,6856,UTC-04:00
05/04/2025 03:00:00 PM,95327,2903,5778,2903,888,7451,1763,2100,8443,10123,6896,UTC-04:00
05/04/2025 03:15:00 PM,95328,2903,5780,2903,885,7478,1760,2100,8437,10123,6919,UTC-04:00
05/04/2025 03:30:00 PM,95329,2902,5780,2902,0,7448,0,2100,8448,10122,6914,UTC-04:00
05/04/2025 03:45:00 PM,95330,2903,5779,2903,580,7454,1756,2100,8463,10122,6928,UTC-04:00
05/04/2025 04:00:00 PM,95331,2903,5780,2903,0,7461,0,2100,8475,10120,6977,UTC-04:00
05/04/2025 04:15:00 PM,95332,2902,5780,2902,0,7422,0,2100,8459,10119,7017,UTC-04:00
05/04/2025 04:30:00 PM,95333,2903,5780,2903,643,7237,1820,2100,8453,10120,6946,UTC-04:00
05/04/2025 04:45:00 PM,95334,2915,5776,2915,0,7086,0,2100,8448,10121,6843,UTC-04:00
05/04/2025 05:00:00 PM,95335,2910,5780,2910,0,7035,0,2100,8442,10122,6780,UTC-04:00
05/04/2025 05:15:00 PM,95336,2911,5780,2911,0,6998,0,2100,8438,10123,6730,UTC-04:00
05/04/2025 05:30:00 PM,95337,2912,5780,2912,0,6929,0,2100,8434,10125,6682,UTC-04:00
05/04/2025 05:45:00 PM,95338,2911,5780,2911,0,6880,0,2100,8425,10125,6648,UTC-04:00
05/04/2025 06:00:00 PM,95339,2909,5780,2909,0,6815,0,2100,8425,10125,6621,UTC-04:00
05/04/2025 06:15:00 PM,95340,2910,5780,2910,0,6731,0,2100,8404,10126,6583,UTC-04:00
05/04/2025 06:30:00 PM,95341,2910,5780,2910,0,6631,0,2100,8403,10128,6538,UTC-04:00
05/04/2025 06:45:00 PM,95342,2910,5780,2910,0,6541,0,2100,8401,10130,6481,UTC-04:00
05/04/2025 07:00:00 PM,95343,2910,5780,2910,0,6469,0,2100,8397,10130,6436,UTC-04:00
05/04/2025 07:15:00 PM,95344,2910,5780,2910,0,6403,0,2100,8396,10131,6401,UTC-04:00
05/04/2025 07:30:00 PM,95345,2910,5780,2910,0,6332,0,2100,8390,10134,6364,UTC-04:00
05/04/2025 07:45:00 PM,95346,2909,5782,2909,0,6259,0,2100,8388,10136,6333,UTC-04:00
05/04/2025 08:00:00 PM,95347,2915,5783,2915,0,6188,0,2100,8384,10139,6296,UTC-04:00
05/04/2025 08:15:00 PM,95348,2919,5780,2919,0,6127,0,2100,8384,10140,6257,UTC-04:00
05/04/2025 08:30:00 PM,95349,2914,5780,2914,0,6087,0,2100,8381,10141,6224,UTC-04:00
05/04/2025 08:45:00 PM,95350,2914,5780,2914,0,6037,0,2100,8378,10142,6189,UTC-04:00
05/04/2025 09:00:00 PM,95351,2913,5780,2913,0,5987,0,2100,8372,10143,6162,UTC-04:00
05/04/2025 09:15:00 PM,95352,2914,5780,2914,0,5965,0,2100,8371,10145,6137,UTC-04:00
05/04/2025 09:30:00 PM,95353,2913,5780,2913,0,5953,0,2100,8353,10145,6128,UTC-04:00
05/04/2025 09:45:00 PM,95354,2912,5780,2912,0,5937,0,2100,8352,10147,6104,UTC-04:00
05/04/2025 10:00:00 PM,95355,2912,5780,2912,0,5909,0,2100,8355,10146,6071,UTC-04:00
05/04/2025 10:15:00 PM,95356,2915,5781,2915,0,5881,0,2100,8342,10144,6055,UTC-04:00
05/04/2025 10:30:00 PM,95357,2916,5780,2916,0,5862,0,2100,8340,10144,6034,UTC-04:00
05/04/2025 10:45:00 PM,95358,2915,5780,2915,0,5839,0,2100,8341,10145,6006,UTC-04:00
05/04/2025 11:00:00 PM,95359,2918,5780,2918,0,5826,0,2100,8343,10145,5998,UTC-04:00
05/04/2025 11:15:00 PM,95360,2919,5780,2919,0,5849,0,2100,8340,10144,5986,UTC-04:00
05/04/2025 11:30:00 PM,95361,2919,5780,2919,0,5849,0,2100,8337,10144,5967,UTC-04:00
05/04/2025 11:45:00 PM,95362,2919,5780,2919,0,5856,0,2100,8338,10145,5944,UTC-04:00
05/05/2025 12:00:00 AM,95363,2918,5780,2918,0,5857,0,2100,8336,10146,5933,UTC-04:00
05/05/2025 12:15:00 AM,95365,2918,5780,2918,0,5819,0,2100,8298,10148,5939,UTC-04:00
05/05/2025 12:30:00 AM,95366,2919,5780,2919,0,5791,0,2100,8313,10149,5933,UTC-04:00
05/05/2025 12:45:00 AM,95367,2919,5780,2919,0,5767,0,2100,8317,10151,5902,UTC-04:00
05/05/2025 01:00:00 AM,95368,2918,5780,2918,0,5756,0,2100,8314,10153,5892,UTC-04:00
05/05/2025 01:15:00 AM,95369,2917,5780,2917,0,5822,0,2100,8314,10154,5896,UTC-04:00
05/05/2025 01:30:00 AM,95370,2916,5780,2916,0,5812,0,2100,8313,10154,5896,UTC-04:00
05/05/2025 01:45:00 AM,95371,2917,5780,2917,0,5769,0,2100,8312,10155,5872,UTC-04:00
05/05/2025 02:00:00 AM,95372,2918,5780,2918,0,5727,0,2100,8311,10156,5843,UTC-04:00
05/05/2025 02:15:00 AM,95373,2918,5780,2918,0,5717,0,2100,8311,10157,5837,UTC-04:00
05/05/2025 02:30:00 AM,95374,2918,5780,2918,0,5740,0,2100,8309,10157,5844,UTC-04:00
05/05/2025 02:45:00 AM,95375,2917,5780,2917,0,5778,0,2100,8308,10159,5847,UTC-04:00
05/05/2025 03:00:00 AM,95376,2916,5780,2916,0,5795,0,2100,8310,10160,5849,UTC-04:00
05/05/2025 03:15:00 AM,95377,2916,5780,2916,0,5805,0,2100,8310,10162,5852,UTC-04:00
05/05/2025 03:30:00 AM,95378,2917,5780,2917,0,5783,0,2100,8307,10164,5840,UTC-04:00
05/05/2025 03:45:00 AM,95379,2917,5780,2917,0,5772,0,2100,8306,10165,5840,UTC-04:00
05/05/2025 04:00:00 AM,95380,2918,5780,2918,0,5749,0,2100,8305,10166,5842,UTC-04:00
05/05/2025 04:15:00 AM,95381,2918,5780,2918,0,5731,0,2100,8303,10168,5834,UTC-04:00
05/05/2025 04:30:00 AM,95382,2917,5780,2917,0,5727,0,2100,8303,10169,5830,UTC-04:00
05/05/2025 04:45:00 AM,95383,2918,5780,2918,0,5740,0,2100,8302,10169,5830,UTC-04:00
05/05/2025 05:00:00 AM,95384,2917,5780,2917,0,5752,0,2100,8301,10171,5831,UTC-04:00
05/05/2025 05:15:00 AM,95385,2917,5780,2917,0,5778,0,2100,8301,10173,5838,UTC-04:00
05/05/2025 05:30:00 AM,95386,2918,5780,2918,0,5765,0,2100,8300,10174,5852,UTC-04:00
05/05/2025 05:45:00 AM,95387,2918,5780,2918,0,5744,0,2100,8298,10175,5843,UTC-04:00
05/05/2025 06:00:00 AM,95388,2918,5780,2918,0,5767,0,2100,8298,10177,5845,UTC-04:00
05/05/2025 06:15:00 AM,95389,2919,5780,2919,0,5845,0,2100,8297,10179,5923,UTC-04:00
05/05/2025 06:30:00 AM,95390,2920,5780,2920,0,5882,0,2100,8298,10180,5942,UTC-04:00
05/05/2025 06:45:00 AM,95391,2920,5780,2920,0,5915,0,2100,8281,10182,5963,UTC-04:00
05/05/2025 07:00:00 AM,95392,2919,5780,2919,0,5969,0,2100,8288,10183,6008,UTC-04:00
05/05/2025 07:15:00 AM,95393,2920,5780,2920,0,6061,0,2100,8292,10186,6057,UTC-04:00
05/05/2025 07:30:00 AM,95394,2920,5780,2920,0,6171,0,2100,8293,10190,6131,UTC-04:00
05/05/2025 07:45:00 AM,95395,2921,5780,2921,0,6277,0,2100,8297,10191,6200,UTC-04:00
05/05/2025 08:00:00 AM,95396,2921,5780,2921,0,6365,0,2100,8304,10194,6266,UTC-04:00
05/05/2025 08:15:00 AM,95397,2921,5780,2921,0,6445,0,2100,8308,10195,6333,UTC-04:00
05/05/2025 08:30:00 AM,95398,2920,5780,2920,0,6496,0,2100,8314,10196,6379,UTC-04:00
05/05/2025 08:45:00 AM,95399,2921,5780,2921,0,6571,0,2100,8308,10197,6450,UTC-04:00
05/05/2025 09:00:00 AM,95400,2920,5780,2920,0,6681,0,2100,8323,10198,6559,UTC-04:00
05/05/2025 09:15:00 AM,95401,2920,5780,2920,0,6777,0,2100,8333,10198,6678,UTC-04:00
05/05/2025 09:30:00 AM,95402,2920,5780,2920,0,6901,0,2100,8333,10197,6777,UTC-04:00
05/05/2025 09:45:00 AM,95403,2920,5780,2920,0,7034,0,2100,8349,10198,6807,UTC-04:00
05/05/2025 10:00:00 AM,95404,2921,5780,2921,0,6989,0,2100,8364,10197,6805,UTC-04:00
05/05/2025 10:15:00 AM,95405,2921,5780,2921,0,6973,0,2100,8368,10198,6806,UTC-04:00
05/05/2025 10:30:00 AM,95406,2920,5780,2920,0,7024,0,2100,8334,10200,6748,UTC-04:00
05/05/2025 10:45:00 AM,95407,2921,5780,2921,0,7081,0,2100,8372,10199,6768,UTC-04:00
05/05/2025 11:00:00 AM,95408,2921,5780,2921,924,7327,1799,2100,8385,10200,6828,UTC-04:00
05/05/2025 11:15:00 AM,95409,2921,5780,2921,0,7481,0,2100,8394,10200,6882,UTC-04:00
05/05/2025 11:30:00 AM,95410,2921,5780,2921,699,7433,1875,2100,8406,10201,6849,UTC-04:00
05/05/2025 11:45:00 AM,95411,2920,5780,2920,0,7503,0,2100,8418,10202,6834,UTC-04:00
05/05/2025 12:00:00 PM,95412,2921,5780,2921,0,7702,0,2100,8443,10202,6882,UTC-04:00
05/05/2025 12:15:00 PM,95413,2921,5780,2921,0,8131,0,2100,8463,10202,6998,UTC-04:00
05/05/2025 12:30:00 PM,95414,2921,5780,2921,0,8123,0,2100,8475,10201,7032,UTC-04:00
05/05/2025 12:45:00 PM,95415,2921,5780,2921,0,8097,0,2100,8488,10200,7069,UTC-04:00
05/05/2025 01:00:00 PM,95416,2922,5780,2922,0,8108,0,2100,8490,10200,7114,UTC-04:00
05/05/2025 01:15:00 PM,95417,2921,5780,2921,0,7831,0,2100,8443,10200,7031,UTC-04:00
05/05/2025 01:30:00 PM,95418,2921,5780,2921,0,7590,0,2100,8467,10198,6957,UTC-04:00
05/05/2025 01:45:00 PM,95419,2921,5780,2921,1057,7501,1932,2100,8478,10197,6923,UTC-04:00
05/05/2025 02:00:00 PM,95420,2921,5780,2921,0,7550,0,2100,8473,10197,6954,UTC-04:00
05/05/2025 02:15:00 PM,95421,2923,5780,2923,0,7421,0,2100,8471,10197,6933,UTC-04:00
05/05/2025 02:30:00 PM,95422,2922,5780,2922,0,7405,0,2100,8463,10197,6924,UTC-04:00
05/05/2025 02:45:00 PM,95423,2923,5781,2923,0,7388,0,2100,8466,10197,6914,UTC-04:00
05/05/2025 03:00:00 PM,95424,2916,5790,2916,0,7399,0,2100,8463,10196,6888,UTC-04:00
05/05/2025 03:15:00 PM,95425,2915,5790,2915,663,7296,1839,2100,8460,10196,6853,UTC-04:00
05/05/2025 03:30:00 PM,95426,2929,5790,2929,0,7135,0,2100,8452,10196,6816,UTC-04:00
05/05/2025 03:45:00 PM,95427,2936,5790,2936,0,7103,0,2100,8447,10197,6792,UTC-04:00
05/05/2025 04:00:00 PM,95428,2932,5790,2932,0,6969,0,2100,8441,10198,6736,UTC-04:00
05/05/2025 04:15:00 PM,95429,2928,5790,2928,0,6835,0,2100,8427,10199,6681,UTC-04:00
05/05/2025 04:30:00 PM,95430,2924,5790,2924,0,6823,0,2100,8431,10199,6675,UTC-04:00
05/05/2025 04:45:00 PM,95431,2924,5790,2924,0,6857,0,2100,8431,10200,6671,UTC-04:00
05/05/2025 05:00:00 PM,95432,2924,5790,2924,0,6873,0,2100,8426,10199,6661,UTC-04:00
05/05/2025 05:15:00 PM,95433,2923,5793,2923,0,6839,0,2100,8425,10198,6647,UTC-04:00
05/05/2025 05:30:00 PM,95434,2923,5797,2923,0,6842,0,2100,8419,10196,6659,UTC-04:00
05/05/2025 05:45:00 PM,95435,2923,5800,2923,0,6923,0,2100,8425,10195,6681,UTC-04:00
05/05/2025 06:00:00 PM,95436,2923,5800,2923,0,6962,0,2100,8423,10195,6706,UTC-04:00
05/05/2025 06:15:00 PM,95437,2923,5800,2923,0,6903,0,2100,8415,10195,6685,UTC-04:00
05/05/2025 06:30:00 PM,95438,2925,5800,2925,0,6859,0,2100,8410,10195,6666,UTC-04:00
05/05/2025 06:45:00 PM,95439,2924,5800,2924,0,6802,0,2100,8408,10196,6659,UTC-04:00
